Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
Ličko-senjska županija,1,0,0,0,0,0,0,5,,
Lječilište 'Bizovačke toplice',1,0,0,0,0,0,0,2,,
Lječilište Topusko,1,0,0,0,0,0,0,3,,
Lječilište Veli Lošinj,1,0,0,0,0,0,0,4,,
MUP Policijska akademija – Visoka policijska škola,0,0,1,0,0,0,0,15,,
Medicinska i kemijska škola,0,1,0,0,0,0,0,7,,
Medicinska škola Ante Kuzmanića,1,0,0,0,0,0,0,2,,
Medicinska škola Bjelovar,0,0,0,0,0,0,0,,1,73 dana
Medicinska škola Dubrovnik,0,0,0,0,0,0,0,,1,73 dana
Medicinska škola Karlovac,0,0,0,0,0,0,0,,1,73 dana
Medicinska škola Osijek,0,0,0,0,0,0,0,,1,73 dana
Medicinska škola Pula,0,0,0,0,0,0,0,,1,73 dana
Medicinska škola Varaždin,0,1,0,0,0,0,0,8,,
Medicinska škola u Rijeci,0,0,0,0,0,0,0,,1,73 dana
Međimurska županija,0,0,0,0,0,0,1,165,,
"Međunarodna diplomska škola za poslovno upravljanje Zagreb, s pravom javnosti",0,0,0,0,0,0,0,,1,73 dana
Ministarstvo državne imovine,0,1,0,0,0,0,0,6,,
Ministarstvo financija,1,2,0,0,0,0,0,9,1,170 dana
"Ministarstvo gospodarstva, poduzetništva i obrta",1,2,0,0,0,0,0,9,1,199 dana
Ministarstvo graditeljstva i prostornoga uređenja,0,0,1,0,0,0,0,12,,
Ministarstvo hrvatskih branitelja,0,1,0,0,0,0,0,9,,
Ministarstvo kulture,0,0,0,0,1,0,0,21,2,181 dana
"Ministarstvo mora, prometa i infrastrukture",0,2,0,0,0,0,0,8,,
Ministarstvo obrane,0,0,0,0,1,0,0,22,,
Ministarstvo poduzetništva i obrta,0,1,0,0,0,0,0,10,,
Ministarstvo poljoprivrede,2,0,1,0,3,1,0,21,4,229 dana
Ministarstvo pravosuđa,0,0,0,1,0,0,0,16,1,110 dana
Ministarstvo rada i mirovinskoga sustava,0,0,0,0,0,0,0,,1,254 dana
Ministarstvo regionalnoga razvoja i fondova Europske unije,0,1,1,2,0,0,0,13.5,,
Ministarstvo turizma,0,0,0,0,1,0,0,28,,
Ministarstvo unutarnjih poslova,2,3,2,0,0,0,1,9,3,232 dana
Ministarstvo uprave,0,0,2,0,0,0,0,12.5,6,79 dana
Ministarstvo vanjskih i europskih poslova,0,0,1,0,2,0,1,31.5,1,181 dana
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",1,1,0,0,0,0,0,7.5,,
Ministarstvo zaštite okoliša i energetike,1,0,2,0,0,0,0,11,,
Ministarstvo zdravstva,0,0,1,0,1,1,0,32,,
Ministarstvo znanosti i obrazovanja,0,0,0,0,1,0,1,75,12,254 dana
Mjesto sjećanja Vukovarska bolnica 1991.,0,0,0,0,0,0,0,,1,183 dana
Mješovita industrijsko-obrtnička škola,1,0,0,0,0,0,0,3,,
Nacionalni centar za vanjsko vrednovanje obrazovanja,0,0,0,0,0,0,0,,2,47 dana
Neuropsihijatrijska bolnica 'Dr. Ivan Barbot' Popovača,0,2,0,0,0,0,0,8,,
Obrtna tehnička škola,0,1,0,0,0,0,0,6,,
Obrtnička i industrijska graditeljska škola,0,0,0,0,0,0,0,,1,73 dana
Obrtnička i tehnička škola Ogulin,0,0,0,0,0,0,0,,1,73 dana
Obrtnička škola Bjelovar,0,0,0,0,0,0,0,,1,73 dana
Obrtnička škola Gojka Matuline Zadar,0,0,0,0,0,0,0,,1,73 dana
Obrtnička škola Koprivnica,0,1,0,0,0,0,0,6,,
Obrtnička škola Osijek,0,1,0,0,0,0,0,6,,
Obrtnička škola za osobne usluge,1,0,0,0,0,0,0,4,,
"Obrtnička škola, Dubrovnik",0,0,0,0,0,0,0,,1,73 dana
"Obrtnička škola, Opatija",0,1,0,0,0,0,0,9,,
"Obrtnička škola, Požega",0,0,0,0,0,0,0,,1,73 dana
"Obrtnička škola, Slavonski Brod",0,1,0,0,0,0,0,6,,
"Obrtnička škola, Split",0,0,0,0,0,0,0,,1,73 dana
Obrtničko-industrijska škola u Imotskom,0,0,0,0,0,0,0,,1,73 dana
"Obrtničko-industrijska škola, Županja",0,0,0,0,0,0,0,,1,73 dana
Opća bolnica 'Dr. Ivo Pedišić' Sisak,1,0,0,0,0,0,0,3,,
Opća bolnica Bjelovar,0,1,0,0,0,0,0,8,,
"Opća bolnica Dr. Josip Benčević, Slavonski Brod",0,2,0,0,0,0,0,8,,
"Opća bolnica Dr. Tomislav Bardek, Koprivnica",0,1,1,0,0,0,0,11,,
Opća bolnica Dubrovnik,0,0,0,0,0,0,1,79,1,169 dana
Opća bolnica Gospić,1,0,0,0,0,0,0,3,1,169 dana
"Opća bolnica Hrvatski ponos, Knin",1,0,0,0,0,0,0,3,,
Opća bolnica Karlovac,1,1,0,0,0,0,0,5.5,,
Opća bolnica Nova Gradiška,0,0,0,0,0,0,0,,1,183 dana
Opća bolnica Ogulin,1,0,0,0,0,0,1,43.5,,
Opća bolnica Pula,1,0,0,0,0,0,0,2,,
Opća bolnica Varaždin,1,0,0,0,0,0,0,5,1,169 dana
Opća bolnica Virovitica,0,1,0,0,0,0,0,6,1,169 dana
Opća bolnica Zabok,1,0,0,0,0,0,0,2,,
Opća bolnica Zadar,0,0,1,0,1,0,0,16.5,,
Opća bolnica Šibensko-kninske županije,0,0,0,0,0,0,0,,1,183 dana
Opća županijska bolnica Našice,2,0,0,0,0,0,0,5,,
Opća županijska bolnica Požega,0,1,0,0,0,0,0,7,,
"Opća županijska bolnica Požega, podružnica Gradska bolnica Pakrac",0,0,0,1,0,0,0,17,,
Opća županijska bolnica Vinkovci,0,0,0,0,0,0,1,78,1,169 dana
Opća županijska bolnica Vukovar i bolnica hrvatskih veterana,0,0,0,0,0,0,1,183,1,169 dana
Općina Andrijaševci,0,0,0,0,0,0,1,84,,
Općina Antunovac,1,0,0,0,0,0,0,1,,
Općina Babina Greda,1,0,0,0,0,0,0,2,,
Općina Bale,0,0,0,1,0,0,0,18,,
Općina Barban,0,1,0,0,0,0,0,8,,
Općina Barilović,1,0,0,0,0,0,0,1,,
Općina Baška,1,0,0,0,0,0,0,2,1,221 dana
Općina Baška Voda,0,0,0,0,0,0,0,,1,162 dana
Općina Bebrina,0,0,0,0,0,0,0,,1,162 dana
Općina Bedekovčina,0,1,0,0,0,0,0,10,,
Općina Bedenica,0,0,0,0,0,0,0,,1,162 dana
Općina Bednja,0,0,0,0,0,0,0,,1,162 dana
Općina Belica,1,0,0,0,0,0,0,3,,
Općina Berek,1,0,0,0,0,0,0,2,,
Općina Beretinec,1,0,0,0,0,0,0,3,,
Općina Bibinje,0,1,0,0,0,0,0,6,,
Općina Bilice,0,0,0,0,0,0,0,,1,162 dana
Općina Bilje,0,0,0,0,1,0,0,29,,
Općina Biskupija,1,0,0,0,0,0,0,2,,
Općina Bistra,0,0,1,0,0,0,0,12,,
Općina Bizovac,0,0,0,0,0,0,0,,1,162 dana
Općina Blato,0,1,0,0,0,0,0,7,,
Općina Bogdanovci,0,0,1,0,0,0,0,11,,
Općina Bol,0,0,1,0,0,0,0,15,,
Općina Borovo,0,0,1,0,0,0,0,11,,
Općina Bosiljevo,0,0,0,0,0,0,0,,1,162 dana
Općina Bošnjaci,0,0,0,0,0,0,0,,1,162 dana
Općina Brckovljani,0,0,0,0,0,0,0,,1,162 dana
Općina Brdovec,0,0,0,0,0,0,1,85,,
Općina Brela,0,0,0,0,0,0,0,,1,162 dana
Općina Brestovac,1,0,0,0,0,0,0,3,,
Općina Breznica,0,0,0,0,0,0,0,,1,162 dana
Općina Breznički Hum,0,0,1,0,0,0,0,15,,
Općina Brinje,0,0,0,1,0,0,0,17,,
Općina Brod Moravice,1,0,0,0,0,0,0,4,,
Općina Brodski Stupnik,1,0,0,0,0,0,0,2,,
Općina Brtonigla,0,0,0,0,0,0,0,,1,162 dana
Općina Budinščina,0,0,0,0,0,0,0,,1,162 dana
Općina Bukovlje,1,0,0,0,0,0,0,1,,
Općina Cerna,0,0,0,0,0,0,0,,1,162 dana
Općina Cernik,1,0,0,0,0,0,0,3,,
Općina Cerovlje,1,0,0,0,0,0,0,3,,
Općina Cestica,0,0,1,0,0,0,0,13,,
Općina Cetingrad,0,0,0,0,0,0,0,,1,162 dana
Općina Cista Provo,0,0,1,0,0,0,0,11,,
Općina Civljane,0,0,0,0,0,0,0,,1,162 dana
Općina Crnac,1,0,0,0,0,0,0,1,,
Općina Darda,2,0,0,0,0,0,0,1,,
Općina Davor,0,0,0,0,0,0,0,,1,162 dana
Općina Dekanovec,0,0,1,0,0,0,0,14,,
Općina Desinić,1,0,0,0,0,0,0,2,,
Općina Dežanovac,0,1,0,0,0,0,0,8,,
Općina Dicmo,0,0,0,0,0,0,1,79,,
Općina Dobrinj,0,0,0,0,0,0,0,,1,162 dana
Općina Domašinec,1,0,0,0,0,0,0,2,,
Općina Donja Dubrava,1,0,0,0,0,0,0,2,,
Općina Donja Motičina,1,0,0,0,0,0,0,3,,
Općina Donja Voća,0,1,0,0,0,0,0,6,,
Općina Donji Andrijevci,0,0,0,0,0,0,0,,1,162 dana
Općina Donji Kraljevec,0,0,1,0,0,0,0,13,,
Općina Donji Kukuruzari,0,0,0,0,0,0,0,,1,162 dana
Općina Donji Lapac,0,0,1,0,0,0,0,15,,
Općina Donji Vidovec,1,0,0,0,0,0,0,1,,
Općina Dragalić,0,1,0,0,0,0,0,6,,
Općina Draganić,0,0,0,0,0,0,0,,1,162 dana
Općina Draž,0,1,0,0,0,0,0,6,,
Općina Drenje,0,0,0,0,0,0,0,,1,162 dana
Općina Drenovci,0,0,0,0,0,0,0,,1,162 dana
Općina Drnje,0,1,0,0,0,0,0,6,,
Općina Dubrava,0,1,0,0,0,0,0,6,,
Općina Dubravica,0,0,1,0,0,0,0,12,,
Općina Dubrovačko Primorje,0,0,0,0,0,0,1,81,,
Općina Dugi Rat,0,0,0,0,0,0,0,,1,162 dana
Općina Dugopolje,0,0,0,0,0,0,0,,1,162 dana
Općina Dvor,0,1,0,0,0,0,0,10,,
Općina Erdut,0,0,0,0,0,0,0,,1,162 dana
Općina Ernestinovo,1,0,0,0,0,0,0,3,,
Općina Ervenik,1,0,0,0,0,0,0,3,,
Općina Farkaševac,0,1,0,0,0,0,0,6,,
Općina Fažana,0,0,0,0,0,0,0,,1,162 dana
Općina Ferdinandovac,0,0,0,0,0,0,0,,1,162 dana
Općina Feričanci,0,0,1,0,0,0,0,13,,
Općina Funtana - Fontane,1,0,0,0,0,0,0,3,,
Općina Fužine,0,0,0,0,0,0,0,,1,162 dana
Općina Galovac,0,1,0,0,0,0,0,10,,
Općina Garčin,1,0,0,0,0,0,0,3,,
Općina Generalski Stol,1,0,0,0,0,0,0,2,,
Općina Gola,0,1,0,0,0,0,0,10,,
Općina Goričan,0,1,0,0,0,0,0,6,,
Općina Gorjani,1,0,0,0,0,0,0,2,,
Općina Gornja Rijeka,1,0,0,0,0,0,0,3,,
Općina Gornja Stubica,0,1,0,0,0,0,0,6,,
Općina Gornja Vrba,0,0,0,0,0,0,0,,1,162 dana
Općina Gornji Bogićevci,1,0,0,0,0,0,0,4,,
Općina Gornji Kneginec,0,0,0,0,0,0,0,,1,162 dana
Općina Gornji Mihaljevec,1,0,0,0,0,0,0,2,,
Općina Gradac,0,0,0,0,0,0,0,,1,162 dana
Općina Gradec,1,0,0,0,0,0,0,3,,
Općina Gradina,0,1,0,0,0,0,0,6,,
Općina Gradište,1,0,0,0,0,0,0,5,,
Općina Gračac,1,0,0,0,0,0,0,4,,
Općina Gračišće,0,0,0,0,0,0,0,,1,162 dana
Općina Grožnjan,0,1,0,0,0,0,0,7,,
Općina Gundinci,0,0,0,0,0,0,0,,1,162 dana
Općina Gunja,1,0,0,0,0,0,0,1,,
Općina Gvozd,1,0,0,0,0,0,0,2,,
Općina Hercegovac,1,0,0,0,0,0,0,4,,
Općina Hlebine,0,0,0,0,0,0,0,,1,162 dana
Općina Hrašćina,0,0,0,0,1,0,0,33,,
Općina Hrvace,0,0,0,0,0,0,0,,1,162 dana
Općina Hrvatska Dubica,0,1,0,0,0,0,0,6,,
Općina Hum na Sutli,0,0,0,0,0,0,0,,1,162 dana
Općina Ivankovo,1,0,0,0,0,0,0,4,,
Općina Ivanska,1,0,0,0,0,0,0,2,,
Općina Jagodnjak,1,0,0,0,0,0,0,1,,
Općina Jakovlje,1,0,0,0,0,0,0,3,,
Općina Jakšić,1,0,0,0,0,0,0,3,,
Općina Jalžabet,1,0,0,0,0,0,0,3,,
Općina Jarmina,0,1,0,0,0,0,0,7,,
Općina Jasenice,1,0,0,0,0,0,0,1,,
Općina Jasenovac,0,0,1,0,0,0,0,11,,
Općina Jelenje,1,0,0,0,0,0,0,1,,
Općina Jelsa,1,0,0,0,0,0,0,3,,
Općina Jesenje,1,0,0,0,0,0,0,4,,
Općina Josipdol,0,0,0,0,0,0,0,,1,162 dana
Općina Kali,0,1,0,0,0,0,0,6,1,214 dana
Općina Kalinovac,0,0,0,0,0,0,0,,1,162 dana
Općina Kalnik,0,0,1,0,0,0,0,13,,
Općina Kamanje,1,0,0,0,0,0,0,3,,
Općina Kanfanar,0,1,0,0,0,0,0,6,,
Općina Kapela,0,0,0,0,0,0,0,,1,162 dana
Općina Kaptol,0,0,0,0,0,0,1,77,,
Općina Karlobag,0,0,0,0,0,0,0,,1,162 dana
Općina Karojba,0,0,0,0,0,0,0,,1,162 dana
Općina Kaštelir-Labinci,0,0,0,0,0,0,0,,1,162 dana
Općina Kijevo,1,0,0,0,0,0,0,1,,
Općina Kistanje,1,0,0,0,0,0,0,4,,
Općina Klakar,1,0,0,0,0,0,0,4,,
Općina Klana,0,0,1,0,0,0,0,11,,
Općina Klenovnik,1,0,0,0,0,0,0,4,,
Općina Klinča Sela,0,0,1,0,0,0,0,12,,
Općina Klis,0,0,0,0,0,0,0,,1,162 dana
Općina Kloštar Ivanić,0,0,1,0,0,0,0,15,,
Općina Kloštar Podravski,1,0,0,0,0,0,0,3,,
Općina Kneževi Vinogradi,0,1,0,0,0,0,0,6,,
Općina Kolan,0,0,0,0,0,1,0,52,,
Općina Konavle,0,1,0,0,0,0,0,7,,
Općina Konjščina,0,1,0,0,0,0,0,6,,
Općina Končanica,1,0,0,0,0,0,0,3,,
Općina Koprivnički Bregi,1,0,0,0,0,0,0,3,,
Općina Koprivnički Ivanec,0,0,0,1,0,0,0,19,,
Općina Kostrena,0,0,0,0,0,0,0,,1,162 dana
Općina Kotoriba,1,0,0,0,0,0,0,3,,
Općina Koška,2,1,0,1,0,0,0,6,,
Općina Kraljevec na Sutli,0,0,0,0,0,0,0,,1,162 dana
Općina Krapinske Toplice,0,0,0,0,0,0,1,76,,
Općina Kravarsko,0,0,0,0,0,0,1,75,,
Općina Krašić,0,0,0,1,0,0,0,17,,
Općina Križ,1,0,0,0,0,0,0,4,,
Općina Krnjak,0,0,0,0,0,0,0,,1,162 dana
Općina Kršan,1,0,0,0,0,0,0,5,,
Općina Kukljica,0,1,0,0,0,0,0,10,,
Općina Kula Norinska,0,0,0,0,0,0,0,,1,162 dana
Općina Kumrovec,1,0,0,0,0,0,0,3,,
Općina Lanišće,1,0,0,0,0,0,0,3,,
Općina Lasinja,1,0,0,0,0,0,0,4,,
Općina Lastovo,0,0,0,0,0,0,1,73,,
Općina Legrad,1,0,0,0,0,0,0,2,,
Općina Lekenik,1,0,0,0,0,0,0,3,,
Općina Levanjska Varoš,1,0,0,0,0,0,0,3,,
Općina Lećevica,0,0,1,0,0,0,0,12,,
Općina Lipovljani,1,0,0,0,0,0,0,3,,
Općina Lišane Ostrovičke,0,1,0,0,0,0,0,7,,
Općina Ližnjan - Lisignano,1,0,0,0,0,0,0,4,,
Općina Ljubešćica,0,0,0,0,0,0,0,,1,162 dana
Općina Lobor,1,0,0,0,0,0,0,3,,
Općina Lokve,0,0,0,0,0,0,0,,1,162 dana
Općina Lokvičići,0,0,0,0,0,0,0,,1,162 dana
Općina Lopar,0,0,0,0,0,0,0,,1,162 dana
Općina Lovas,1,0,0,0,0,0,0,3,,
Općina Lovinac,0,1,0,0,0,0,0,7,,
Općina Lovran,0,1,0,0,0,0,0,7,,
Općina Lovreć,1,0,0,0,0,0,0,3,,
Općina Luka,0,0,0,0,0,1,0,42,,
Općina Lukač,1,0,0,0,0,0,0,5,,
Općina Lumbarda,1,0,0,0,0,0,0,1,,
Općina Lupoglav,1,0,0,0,0,0,0,2,,
Općina Magadenovac,0,0,1,0,0,0,0,13,,
Općina Majur,0,0,1,0,0,0,0,11,,
Općina Mala Subotica,1,0,0,0,0,0,0,3,,
Općina Mali Bukovec,0,0,0,0,1,0,0,23,,
Općina Malinska-Dubašnica,1,0,0,0,0,0,0,3,,
Općina Marija Bistrica,0,0,0,0,0,0,0,,1,162 dana
Općina Marija Gorica,0,1,0,0,0,0,0,10,,
Općina Marijanci,0,1,0,0,0,0,0,7,,
Općina Marina,0,1,0,0,0,0,0,8,,
Općina Markušica,0,0,0,0,0,0,0,,1,162 dana
Općina Martijanec,0,0,0,0,0,0,0,,1,162 dana
Općina Martinska Ves,0,1,0,0,0,0,0,7,,
Općina Maruševec,1,0,0,0,0,0,0,3,,
Općina Marčana,0,0,0,0,0,0,0,,1,162 dana
Općina Matulji,0,0,0,0,0,0,0,,1,162 dana
Općina Mače,1,0,0,0,0,0,0,2,,
Općina Medulin,0,0,0,0,0,0,1,82,,
Općina Mihovljan,1,0,0,0,0,0,0,3,,
Općina Mikleuš,1,0,0,0,0,0,0,1,,
Općina Milna,0,0,0,0,0,0,1,76,,
Općina Mljet,0,1,0,0,0,0,0,6,,
Općina Molve,0,0,1,0,0,0,0,11,,
Općina Motovun,0,0,0,0,0,0,0,,1,162 dana
Općina Mošćenička Draga,0,0,1,0,0,0,0,13,,
Općina Mrkopalj,0,0,0,0,0,0,0,,1,162 dana
Općina Murter-Kornati,0,1,0,0,0,0,0,7,,
Općina Muć,0,0,1,0,0,0,0,13,,
Općina Nedelišće,1,0,0,0,0,0,0,5,,
Općina Negoslavci,1,0,0,0,0,0,0,1,,
Općina Nerežišća,1,0,0,0,0,0,0,2,,
Općina Netretić,0,1,0,0,0,0,0,6,,
Općina Nijemci,0,0,1,0,0,0,0,13,,
Općina Nova Bukovica,0,0,1,0,0,0,0,15,,
Općina Nova Kapela,0,1,0,0,0,0,0,7,,
Općina Nova Rača,0,0,1,0,0,0,0,13,,
Općina Novi Golubovec,0,0,0,0,0,0,0,,1,162 dana
Općina Novigrad,0,1,0,0,0,0,0,7,,
Općina Novigrad Podravski,0,0,1,0,0,0,0,14,,
Općina Novo Virje,0,0,1,0,0,0,0,11,,
Općina Nuštar,0,1,0,0,0,0,0,10,,
Općina Okrug,0,0,0,0,0,0,0,,1,162 dana
Općina Okučani,0,1,0,0,0,0,0,7,,
Općina Omišalj,0,0,1,0,0,0,0,12,,
Općina Oprisavci,1,0,0,0,0,0,0,3,,
Općina Oprtalj,0,1,0,0,0,0,0,10,,
Općina Orebić,0,0,0,0,0,0,0,,1,162 dana
Općina Orehovica,1,0,0,0,0,0,0,1,,
Općina Oriovac,1,0,0,0,0,0,0,1,,
Općina Orle,0,0,0,0,1,0,0,37,,
Općina Otok,0,0,0,0,0,0,0,,1,162 dana
Općina Pakoštane,0,0,0,0,0,0,1,77,,
Općina Pašman,0,0,0,0,0,0,0,,1,162 dana
Općina Perušić,0,0,0,0,0,0,0,,1,162 dana
Općina Peteranec,1,0,0,0,0,0,0,2,,
Općina Petlovac,1,0,0,0,0,0,0,3,,
Općina Petrijanec,0,0,1,0,0,0,0,11,,
Općina Petrijaveci,1,0,0,0,0,0,0,3,,
Općina Petrovsko,0,0,0,0,0,0,0,,1,162 dana
Općina Pirovac,1,0,0,0,0,0,0,4,,
Općina Pisarovina,0,0,0,0,0,0,0,,1,162 dana
Općina Pitomača,1,0,0,0,0,0,0,5,,
Općina Pićan,1,0,0,0,0,0,0,2,,
Općina Plaški,0,0,0,1,0,0,0,18,,
Općina Plitvička Jezera,0,0,0,1,0,0,0,16,,
Općina Podbablje,1,0,0,0,0,0,0,1,,
Općina Podcrkavlje,1,0,0,0,0,0,0,3,,
Općina Podgora,0,1,0,0,0,0,0,8,,
Općina Podgorač,1,0,0,0,0,0,0,3,,
Općina Podravska Moslavina,0,0,0,0,0,0,0,,1,162 dana
Općina Podravske Sesvete,0,0,0,0,0,0,0,,1,162 dana
Općina Podstrana,0,0,1,0,0,0,0,14,,
Općina Podturen,1,0,0,0,0,0,0,1,,
Općina Pojezerje,0,0,0,0,0,0,0,,1,162 dana
Općina Pokupsko,0,0,0,0,0,0,0,,1,162 dana
Općina Polača,0,1,0,0,0,0,0,7,,
Općina Poličnik,0,0,0,0,0,0,0,,1,162 dana
Općina Popovac,0,1,0,0,0,0,0,8,,
Općina Posedarje,0,0,0,0,0,0,0,,1,162 dana
Općina Postira,1,0,0,0,0,0,0,3,,
Općina Povljana,0,0,0,0,0,0,0,,1,162 dana
Općina Preko,0,0,1,0,0,0,0,15,,
Općina Preseka,1,0,0,0,0,0,0,1,,
Općina Prgomet,1,0,0,0,0,0,0,2,,
Općina Pribislavec,0,0,0,0,0,0,0,,1,162 dana
Općina Primorski Dolac,1,0,0,0,0,0,0,5,,
Općina Primošten,0,0,0,1,0,0,0,16,,
"Općina Privlaka, Privlaka",1,0,0,0,0,0,0,4,,
"Općina Privlaka, Privlaka (Dalmacija)",0,0,0,0,0,0,1,76,,
Općina Proložac,0,0,0,0,0,0,0,,1,162 dana
Općina Promina,0,0,0,0,0,0,1,83,,
Općina Punat,0,1,0,0,0,0,0,7,,
Općina Punitovci,0,0,0,0,0,0,0,,1,162 dana
Općina Pučišća,0,0,0,0,0,0,1,73,,
Općina Pušća,0,0,0,1,0,0,0,17,,
Općina Radoboj,0,0,0,0,0,0,0,,1,162 dana
Općina Rakovec,0,0,0,0,0,0,0,,1,162 dana
Općina Rakovica,1,0,0,0,0,0,0,1,,
Općina Rasinja,0,0,1,0,0,0,0,14,,
Općina Ravna Gora,0,0,0,0,0,0,1,75,,
Općina Raša,0,0,1,0,0,0,0,11,,
Općina Ražanac,1,0,0,0,0,0,0,1,,
Općina Rešetari,1,0,0,0,0,0,0,5,,
Općina Ribnik,0,0,0,0,0,0,0,,1,162 dana
Općina Rogoznica,0,1,0,0,0,0,0,7,,
Općina Rovišće,0,0,1,0,0,0,0,12,,
Općina Rugvica,0,0,0,0,0,0,0,,1,162 dana
Općina Runovići,0,0,0,0,0,0,0,,1,162 dana
Općina Ružić,0,0,1,0,0,0,0,12,,
Općina Saborsko,0,1,0,0,0,0,0,8,,
Općina Sali,0,0,1,0,0,0,0,13,,
Općina Satnica Đakovačka,1,0,0,0,0,0,0,5,,
Općina Seget,0,0,0,0,0,0,0,,1,162 dana
Općina Selca,0,0,0,0,0,0,1,72,,
Općina Selnica,0,0,0,0,1,0,0,26,,
Općina Semeljci,0,0,0,0,0,0,0,,1,162 dana
Općina Severin,0,0,0,0,0,0,0,,1,162 dana
Općina Sibinj,0,0,0,0,0,0,1,76,,
Općina Sikirevci,0,0,0,0,0,0,0,,1,162 dana
Općina Sirač,0,1,0,0,0,0,0,8,,
Općina Skrad,0,1,0,0,0,0,0,6,,
Općina Slavonski Šamac,0,0,1,0,0,0,0,11,,
Općina Slivno,0,0,0,0,0,0,0,,1,162 dana
Općina Smokvica,0,1,0,0,0,0,0,8,,
Općina Sokolovac,0,0,1,0,0,0,0,12,,
Općina Sopje,0,0,0,0,0,0,1,80,,
Općina Sračinec,0,0,0,0,0,0,0,,1,162 dana
Općina Stankovci,0,0,0,0,0,0,0,,1,162 dana
Općina Stara Gradiška,1,0,0,0,0,0,0,1,,
Općina Stari Jankovci,1,0,0,0,0,0,0,1,,
Općina Stari Mikanovci,0,1,0,0,0,0,0,8,,
Općina Starigrad,0,0,1,0,0,0,0,12,,
Općina Staro Petrovo Selo,0,0,0,0,0,0,0,,1,162 dana
Općina Ston,1,0,0,0,0,0,0,2,,
Općina Strahoninec,1,0,0,0,0,0,0,3,,
Općina Strizivojna,0,1,0,0,0,0,0,8,,
Općina Stubičke Toplice,0,0,0,0,0,0,0,,1,162 dana
Općina Stupnik,1,0,0,0,0,0,0,2,,
Općina Suhopolje,0,0,1,0,0,0,0,12,,
Općina Sukošan,1,0,0,0,0,0,0,1,,
Općina Sunja,0,0,0,0,0,0,1,75,,
Općina Sutivan,0,0,0,0,0,0,0,,1,162 dana
Općina Sućuraj,0,0,0,0,0,0,0,,1,162 dana
Općina Sveta Marija,0,0,0,0,0,0,1,87,,
Općina Sveta Nedelja,0,0,0,0,0,0,1,86,,
Općina Sveti Filip i Jakov,0,0,0,0,0,0,0,,1,162 dana
Općina Sveti Ilija,1,0,0,0,0,0,0,4,,
Općina Sveti Ivan Žabno,0,0,1,0,0,0,0,11,,
Općina Sveti Juraj na Bregu,1,0,0,0,0,0,0,4,,
Općina Sveti Križ Začretje,0,1,0,0,0,0,0,6,,
Općina Sveti Lovreč,0,1,0,0,0,0,0,6,,
Općina Sveti Martin na Muri,0,1,0,0,0,0,0,7,,
Općina Sveti Petar Orahovec,1,0,0,0,0,0,0,3,,
Općina Sveti Petar u Šumi,0,1,0,0,0,0,0,6,,
Općina Sveti Đurđ,0,0,0,0,0,0,0,,1,162 dana
Općina Svetvinčenat,1,0,0,0,0,0,0,4,,
Općina Tar-Vabriga,0,0,0,1,0,0,0,16,,
Općina Tinjan,0,0,0,0,0,0,1,76,,
Općina Tisno,0,1,0,0,0,0,0,6,,
Općina Tkon,0,1,0,0,0,0,0,6,,
Općina Tompojevci,1,0,0,0,0,0,0,3,,
Općina Topusko,0,1,0,0,0,0,0,6,,
Općina Tordinci,0,0,0,0,0,0,0,,1,162 dana
Općina Tounj,0,0,1,0,0,0,0,11,,
Općina Tovarnik,0,0,0,0,0,0,1,83,,
Općina Tribunj,0,0,1,0,0,0,0,11,,
Općina Trnava,1,0,0,0,0,0,0,1,,
Općina Trnovec Bartolovečki,0,0,0,1,0,0,0,16,,
Općina Trpanj,0,1,0,0,0,0,0,8,,
Općina Trpinja,0,0,0,0,0,0,0,,1,162 dana
